function	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
1.7.7.2-RXN	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
1.8.1.15-RXN	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
1.8.1.4-RXN	42.0	50.0	95.0	28.0	173.75	13.0	53.33	54.0	0.0	64.0	22.0	25.0	0.0	10.0	298.0	2.0	16.0	6.0	86.0	93.0	53.0	34.0	58.0	56.0	135.0	609.0	0.0	0.0	19.0	40.0	147.0	100.0	14.0	15.0	66.0	304.0	26.0	54.5	14.0	333.0	531.0	68.0	335.0	89.0	59.0	138.0	42.0	300.0	30.0
1.8.4.12-RXN	36.0	50.0	95.0	7.0	74.75	13.0	27.33	27.0	0.0	64.0	17.0	11.0	0.0	5.0	182.5	1.0	8.0	6.0	83.0	61.0	50.0	20.0	34.0	56.0	103.0	391.0	0.0	0.0	19.0	40.0	117.0	100.0	14.0	13.5	44.0	286.0	26.0	54.5	5.0	263.0	305.0	56.0	313.0	59.0	54.0	108.0	42.0	269.0	30.0
1.8.4.8-RXN	21.0	28.0	52.0	7.0	51.0	4.0	27.33	10.0	0.0	32.0	11.0	2.0	0.0	5.0	92.5	1.0	8.0	3.0	28.0	61.0	34.0	17.0	23.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	47.0	50.0	0.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	169.0	28.0	169.0	37.0	37.0	59.0	22.0	172.0	13.0
1.8.5.2-RXN	12.0	0.0	0.0	7.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	10.0	0.0	0.0	0.0
1PFRUCTPHOSN-RXN	12.0	0.0	0.0	7.0	43.0	0.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	10.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	4.0	35.0	68.0	4.0	20.0	0.0	0.0	10.0	0.0	0.0	0.0
1TRANSKETO-RXN	48.0	78.0	114.0	7.0	131.75	22.0	27.33	61.0	0.0	64.0	23.0	13.0	0.0	25.0	322.5	1.0	8.0	6.0	113.0	77.0	67.0	31.0	70.0	73.0	145.0	616.0	0.0	0.0	25.0	45.0	125.0	150.0	28.0	19.5	80.0	345.0	35.0	74.0	18.0	372.0	477.0	80.0	359.0	81.0	66.0	121.0	48.0	359.0	47.0
2-DEHYDROPANTOATE-REDUCT-RXN	12.0	28.0	28.0	0.0	81.75	9.0	1.33	17.0	0.0	0.0	6.0	16.0	0.0	5.0	156.5	0.0	0.0	0.0	33.0	45.0	51.0	21.0	0.0	17.0	83.0	334.0	0.0	0.0	13.0	5.0	182.0	50.0	14.0	6.0	12.0	59.0	17.0	13.0	2.0	367.0	185.0	24.0	268.0	37.0	37.0	13.0	8.0	165.0	17.0
2-HALOACID-DEHALOGENASE-RXN	15.0	22.0	43.0	0.0	14.0	4.0	26.0	10.0	0.0	32.0	6.0	16.0	0.0	5.0	130.0	0.0	0.0	3.0	31.0	0.0	23.0	17.0	11.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	173.0	50.0	0.0	6.0	18.0	134.0	9.0	30.5	2.0	323.0	136.0	24.0	190.0	22.0	22.0	49.0	20.0	159.0	13.0
2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
2-ISOPROPYLMALATESYN-RXN	42.0	56.0	104.0	14.0	96.75	13.0	54.66	37.0	0.0	64.0	22.0	18.0	0.0	15.0	229.5	3.0	8.0	6.0	86.0	106.0	68.0	34.0	34.0	56.0	144.0	391.0	0.0	0.0	26.0	40.0	132.0	100.0	14.0	16.5	38.0	304.0	34.0	61.0	6.0	298.0	272.0	60.0	319.0	59.0	74.0	118.0	44.0	344.0	30.0
2-METHYLCITRATE-DEHYDRATASE-RXN	0.0	6.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	13.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	8.0	18.0	0.0	0.0	4.0	0.0	101.0	4.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	0.0	0.0	0.0	16.0	9.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	8.0	0.0	0.0	0.0	4.0	0.0	78.0	4.0	14.0	15.0	0.0	0.0	0.0	0.0	0.0
2-NITROPROPANE-DIOXYGENASE-RXN	15.0	44.0	62.0	7.0	29.0	8.0	0.0	0.0	0.0	32.0	12.0	11.0	0.0	0.0	233.0	1.0	0.0	3.0	28.0	16.0	48.0	18.0	23.0	45.0	72.0	475.0	0.0	0.0	12.0	25.0	206.0	100.0	0.0	13.5	38.0	193.0	18.0	24.0	5.0	440.0	300.0	52.0	319.0	59.0	29.0	72.0	26.0	187.0	26.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	21.0	22.0	52.0	0.0	3.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	117.0	2.0	8.0	3.0	28.0	45.0	20.0	11.0	11.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	86.0	50.0	0.0	9.0	12.0	134.0	9.0	30.5	1.0	153.0	135.0	28.0	144.0	37.0	17.0	49.0	20.0	128.0	13.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	21.0	50.0	80.0	7.0	74.75	13.0	27.33	27.0	0.0	32.0	17.0	11.0	0.0	0.0	144.0	1.0	8.0	3.0	58.0	106.0	46.0	20.0	23.0	45.0	103.0	366.0	0.0	0.0	19.0	25.0	70.0	100.0	14.0	13.5	38.0	211.0	26.0	30.5	6.0	182.0	195.0	56.0	194.0	59.0	49.0	72.0	28.0	262.0	30.0
2-OXOBUTYRATE-SYNTHASE-RXN	0.0	54.0	0.0	0.0	23.75	5.0	1.33	17.0	0.0	0.0	0.0	0.0	0.0	5.0	21.5	0.0	0.0	0.0	30.0	0.0	81.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
2-OXOGLUTARATE-SYNTHASE-RXN	12.0	0.0	0.0	14.0	244.5	15.0	52.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	90.0	0.0	14.0	28.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	42.0	0.0	0.0	36.0	0.0	0.0	0.0	184.0	46.0	8.0	102.0	0.0	0.0	20.0	0.0	0.0	12.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	70.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.113-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.130-RXN	21.0	22.0	52.0	0.0	23.75	4.0	0.0	17.0	0.0	32.0	6.0	9.0	0.0	5.0	91.5	0.0	0.0	3.0	28.0	45.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	143.0	69.0	24.0	75.0	22.0	17.0	49.0	20.0	97.0	13.0
2.1.1.131-RXN	21.0	22.0	61.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	5.0	104.0	0.0	0.0	3.0	28.0	90.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	143.0	69.0	24.0	75.0	22.0	17.0	49.0	20.0	97.0	13.0
2.1.1.132-RXN	21.0	22.0	70.0	0.0	23.75	4.0	0.0	17.0	0.0	32.0	6.0	9.0	0.0	10.0	125.5	0.0	0.0	3.0	28.0	135.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	143.0	69.0	24.0	61.0	22.0	17.0	49.0	20.0	97.0	13.0
2.1.1.133-RXN	21.0	22.0	52.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	5.0	70.0	0.0	0.0	3.0	28.0	45.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	143.0	69.0	24.0	75.0	22.0	17.0	49.0	20.0	97.0	13.0
2.1.1.151-RXN	15.0	22.0	52.0	0.0	23.75	4.0	0.0	17.0	0.0	32.0	6.0	9.0	0.0	5.0	91.5	0.0	0.0	3.0	28.0	45.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	108.0	69.0	24.0	75.0	22.0	17.0	49.0	20.0	97.0	13.0
2.1.1.17-RXN	15.0	50.0	62.0	0.0	0.0	13.0	0.0	0.0	0.0	32.0	12.0	18.0	0.0	0.0	87.0	0.0	0.0	3.0	58.0	0.0	45.0	6.0	11.0	45.0	62.0	257.0	0.0	0.0	12.0	25.0	133.0	100.0	14.0	12.0	24.0	193.0	18.0	24.0	2.0	225.0	164.0	48.0	186.0	44.0	29.0	62.0	26.0	218.0	30.0
2.1.1.34-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	6.0	0.0	0.0	6.5	0.0	12.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.44-RXN	6.0	0.0	0.0	0.0	14.0	0.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.63-RXN	27.0	50.0	71.0	14.0	74.75	13.0	27.33	27.0	0.0	32.0	17.0	25.0	0.0	15.0	207.5	1.0	8.0	3.0	61.0	61.0	58.0	24.0	23.0	45.0	103.0	584.0	0.0	0.0	19.0	25.0	172.0	100.0	14.0	13.5	44.0	211.0	26.0	30.5	6.0	364.0	306.0	56.0	320.0	59.0	59.0	82.0	28.0	262.0	30.0
2.1.1.64-RXN	21.0	22.0	52.0	0.0	3.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	117.0	2.0	8.0	3.0	28.0	45.0	20.0	11.0	11.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	86.0	50.0	0.0	9.0	12.0	134.0	9.0	30.5	1.0	153.0	135.0	28.0	144.0	37.0	17.0	49.0	20.0	128.0	13.0
2.1.1.71-RXN	15.0	50.0	62.0	0.0	0.0	13.0	0.0	0.0	0.0	32.0	12.0	18.0	0.0	0.0	87.0	0.0	0.0	3.0	58.0	0.0	45.0	6.0	11.0	45.0	62.0	257.0	0.0	0.0	12.0	25.0	133.0	100.0	14.0	12.0	24.0	193.0	18.0	24.0	2.0	225.0	164.0	48.0	186.0	44.0	29.0	62.0	26.0	218.0	30.0
2.1.1.72-RXN	36.0	92.0	149.0	7.0	279.5	18.0	55.99	139.0	0.0	64.0	17.0	18.0	0.0	15.0	412.0	4.0	8.0	6.0	119.0	347.0	128.0	34.0	58.0	56.0	191.0	391.0	0.0	0.0	33.0	40.0	140.0	100.0	28.0	18.0	60.0	340.0	42.0	67.5	15.0	263.0	404.0	60.0	348.0	74.0	94.0	108.0	46.0	419.0	34.0
2.1.1.74-RXN	15.0	28.0	43.0	0.0	29.0	9.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	70.0	0.0	0.0	3.0	58.0	0.0	25.0	3.0	11.0	28.0	42.0	141.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	6.0	12.0	134.0	9.0	24.0	1.0	108.0	92.0	24.0	99.0	22.0	17.0	49.0	20.0	128.0	17.0
2.1.1.77-RXN	36.0	44.0	86.0	7.0	8.0	13.0	0.0	0.0	0.0	64.0	12.0	39.0	0.0	0.0	247.0	2.0	16.0	6.0	86.0	0.0	36.0	24.0	22.0	56.0	94.0	391.0	0.0	0.0	12.0	40.0	201.0	100.0	14.0	15.0	30.0	286.0	18.0	54.5	2.0	228.0	280.0	56.0	276.0	74.0	34.0	108.0	40.0	256.0	30.0
2.1.1.79-RXN	36.0	50.0	95.0	21.0	16.0	8.0	0.0	0.0	0.0	64.0	12.0	25.0	0.0	5.0	174.0	2.0	8.0	6.0	56.0	77.0	45.0	38.0	46.0	56.0	56.0	500.0	0.0	0.0	12.0	40.0	139.0	100.0	0.0	15.0	40.0	304.0	34.0	61.0	11.0	216.0	354.0	52.0	317.0	59.0	39.0	128.0	40.0	287.0	26.0
2.1.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.101-RXN	15.0	0.0	24.0	0.0	8.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	40.0	1.0	0.0	3.0	25.0	0.0	0.0	0.0	11.0	11.0	0.0	25.0	0.0	0.0	0.0	15.0	23.0	0.0	0.0	1.5	0.0	93.0	0.0	24.0	0.0	36.0	43.0	0.0	43.0	0.0	0.0	36.0	14.0	38.0	0.0
2.3.1.118-RXN	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	10.0	0.0	0.0	0.0
2.3.1.128-RXN	54.0	50.0	131.0	21.0	138.0	13.0	26.0	10.0	0.0	64.0	22.0	25.0	0.0	20.0	174.0	1.0	8.0	6.0	86.0	273.0	44.0	20.0	58.0	56.0	78.0	500.0	0.0	0.0	12.0	40.0	147.0	100.0	14.0	13.5	54.0	286.0	18.0	61.0	14.0	321.0	419.0	60.0	303.0	59.0	44.0	128.0	40.0	256.0	30.0
2.3.1.157-RXN	21.0	28.0	52.0	7.0	51.0	9.0	26.0	10.0	0.0	32.0	11.0	9.0	0.0	5.0	104.0	1.0	8.0	3.0	58.0	61.0	28.0	17.0	23.0	28.0	58.0	250.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	7.5	20.0	152.0	9.0	30.5	5.0	143.0	170.0	32.0	133.0	37.0	17.0	59.0	20.0	128.0	17.0
2.3.1.168-RXN	0.0	6.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
2.3.1.179-RXN	27.0	78.0	99.0	7.0	138.75	22.0	27.33	27.0	0.0	32.0	18.0	27.0	0.0	10.0	193.5	7.0	8.0	3.0	88.0	122.0	75.0	27.0	35.0	62.0	161.0	700.0	0.0	0.0	25.0	30.0	180.0	150.0	28.0	28.5	64.0	342.0	35.0	43.5	11.0	391.0	342.0	80.0	314.0	81.0	71.0	85.0	34.0	352.0	47.0
2.3.1.180-RXN	27.0	34.0	61.0	7.0	150.0	9.0	27.33	44.0	0.0	32.0	6.0	16.0	0.0	10.0	147.0	2.0	8.0	3.0	58.0	122.0	43.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	85.0	50.0	14.0	9.0	38.0	188.0	17.0	30.5	5.0	226.0	235.0	40.0	226.0	37.0	37.0	59.0	22.0	172.0	17.0
2.3.1.184-RXN	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	45.0	33.0	0.0	31.0	0.0	5.0	0.0	0.0	0.0	0.0
2.3.1.41-RXN	15.0	22.0	43.0	0.0	38.0	4.0	0.0	34.0	0.0	32.0	6.0	9.0	0.0	0.0	144.0	0.0	8.0	3.0	28.0	0.0	16.0	7.0	11.0	28.0	36.0	359.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	36.0	134.0	9.0	37.0	1.0	144.0	132.0	32.0	170.0	22.0	17.0	49.0	20.0	128.0	13.0
2.3.1.89-RXN	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.2.13-RXN	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.2.15-RXN	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.129-RXN	6.0	6.0	0.0	7.0	72.0	5.0	26.0	10.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	30.0	16.0	12.0	10.0	12.0	0.0	22.0	109.0	0.0	0.0	0.0	0.0	8.0	0.0	14.0	0.0	8.0	0.0	0.0	6.5	4.0	35.0	68.0	4.0	20.0	0.0	0.0	10.0	0.0	0.0	4.0
2.4.1.161-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.19-RXN	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.211-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.57-RXN	6.0	0.0	0.0	7.0	14.0	0.0	26.0	10.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	4.0	20.0	0.0	0.0	10.0	0.0	0.0	0.0
2.4.1.83-RXN	27.0	6.0	60.0	14.0	69.75	10.0	26.0	27.0	0.0	32.0	5.0	0.0	0.0	10.0	63.0	3.0	0.0	3.0	85.0	196.0	26.0	14.0	23.0	11.0	69.0	134.0	0.0	0.0	7.0	15.0	63.0	0.0	28.0	4.5	20.0	147.0	8.0	24.0	5.0	140.0	207.0	8.0	187.0	0.0	25.0	56.0	16.0	113.0	8.0
2.4.2.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.5	0.0	12.0	10.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
2.5.1.19-RXN	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	190.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
2.5.1.39-RXN	27.0	28.0	52.0	0.0	16.0	9.0	1.33	0.0	0.0	32.0	6.0	9.0	0.0	0.0	104.0	2.0	8.0	3.0	58.0	45.0	31.0	7.0	11.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	9.0	18.0	170.0	17.0	30.5	1.0	132.0	112.0	28.0	149.0	37.0	37.0	49.0	22.0	172.0	17.0
2.5.1.44-RXN	0.0	22.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	30.0	0.0	0.0	0.0	3.0	0.0	16.0	3.0	0.0	17.0	20.0	116.0	0.0	0.0	6.0	5.0	54.0	50.0	0.0	6.0	12.0	59.0	9.0	0.0	1.0	72.0	70.0	24.0	56.0	22.0	17.0	13.0	6.0	90.0	13.0
2.5.1.46-RXN	0.0	6.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	30.0	0.0	15.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	7.0	0.0	8.0	0.0	14.0	1.5	6.0	18.0	8.0	0.0	0.0	12.0	10.0	0.0	36.0	0.0	20.0	0.0	2.0	44.0	4.0
